Temperatura,NivelCO2,Incendio
78.55,853.12,True
11.53,546.46,False
29.11,933.36,True
18.88,3723.59,True
24.57,317.17,False
65.54,698.55,True
21.07,180.64,False
9.05,821.09,False
38.09,599.56,False
44.82,4851.54,True
28.02,626.3,False
16.57,800.28,True
20.81,963.58,False
18.75,256.19,False
65.26,426.11,True
37.1,912.42,False
46.56,723.32,True
45.09,909.05,False
19.61,437.35,True
39.08,776.77,True
20.7,675.27,False
38.29,644.18,False
35.95,1281.88,True
35.78,727.65,False
17.81,720.24,False
80.11,809.84,True
10.66,743.88,False
16.59,4036.2,True
19.21,983.06,False
29.64,1251.32,True
77.75,266.24,True
29.06,4336.04,True
9.17,360.91,False
38.0,421.48,False
19.65,1342.99,True
8.76,142.84,False
22.0,508.48,False
28.47,496.64,False
24.69,2104.02,True
34.19,576.2,True
19.41,416.47,True
17.65,123.51,False
48.76,211.66,False
11.56,296.24,False
85.97,509.77,True
9.76,189.09,False
78.11,3149.74,True
38.44,700.0,False
28.0,119.92,False
34.39,510.54,False
32.86,419.06,False
21.75,834.52,False
68.29,122.77,True
71.1,495.7,True
12.72,4667.39,True
15.39,865.04,True
43.39,411.3,False
29.23,530.96,False
15.08,719.55,False
18.94,0.62,False
25.68,445.99,False
45.16,490.8,False
18.5,126.99,False
15.07,541.53,False
65.77,359.19,True
67.1,259.62,True
20.68,588.96,False
19.6,435.42,True
86.77,855.1,True
31.02,447.4,True
40.62,374.85,False
66.82,969.27,True
8.02,770.02,True
11.25,960.58,False
35.47,355.48,False
27.88,345.18,True
29.69,561.18,False
15.86,361.48,False
35.52,554.32,False
61.87,473.66,True
19.18,839.63,False
12.61,24.78,False
47.45,759.47,True
25.81,4083.74,True
16.7,498.15,False
25.85,458.09,True
41.76,473.48,False
75.67,1005.7,True
31.83,946.88,False
80.14,632.45,True
21.03,532.14,False
22.19,901.73,False
24.74,491.95,False
12.07,588.67,True
17.84,949.28,True
19.54,540.89,False
19.61,479.0,False
15.23,1027.48,True
25.86,833.27,False
74.3,1489.17,True
47.96,509.87,False
32.82,694.41,True
19.71,4539.05,True
56.54,2269.87,True
68.24,511.54,True
35.61,2194.32,True
49.46,126.47,False
75.86,457.38,True
25.21,464.22,True
34.63,315.76,False
18.21,2689.8,True
65.21,286.43,True
83.23,503.37,True
17.03,746.37,False
43.58,21.21,False
25.08,488.61,False
45.23,32.68,False
65.72,773.53,True
66.58,895.52,True
86.16,146.08,True
47.7,411.63,False
16.33,661.71,False
16.54,654.19,False
18.35,732.44,True
19.22,311.37,False
9.98,969.44,False
62.32,471.21,True
41.2,1109.65,True
17.06,866.82,False
24.07,487.34,False
19.47,2761.48,True
71.36,138.46,True
48.08,221.53,False
9.1,3137.63,True
11.9,449.82,False
21.86,595.87,False
38.84,2168.41,True
22.76,36.98,False
24.61,144.97,False
58.04,446.0,True
38.79,430.68,False
49.47,429.26,False
38.95,990.85,False
42.87,947.97,False
70.89,4372.76,True
10.43,3918.27,True
11.64,485.19,False
34.05,556.8,False
65.23,517.78,True
74.56,420.68,True
27.08,558.96,False
46.78,830.34,False
44.85,519.28,False
49.96,279.58,True
60.07,421.59,True
18.13,256.51,False
10.39,119.49,False
16.52,690.34,False
43.59,781.6,False
32.82,881.54,False
60.86,596.0,True
14.91,259.06,False
22.77,349.27,False
57.93,381.66,True
16.57,405.64,False
56.89,3411.41,True
11.07,2302.02,True
25.82,451.41,True
73.7,4894.52,True
32.94,4226.6,True
34.86,433.46,False
37.82,49.93,True
44.14,232.19,False
20.27,111.91,False
9.55,755.71,True
17.07,218.72,False
28.98,44.01,False
26.43,537.07,False
49.5,939.43,False
17.26,807.55,False
46.61,513.52,False
9.06,598.62,False
11.25,560.46,True
48.6,333.82,False
47.71,786.09,False
41.24,132.39,False
29.76,483.52,False
11.67,525.54,False
31.41,95.85,False
11.43,434.47,False
47.27,522.4,False
23.05,403.34,False
8.3,24.39,False
18.75,808.56,True
57.12,218.23,True
36.9,171.98,False
11.6,521.46,True
28.73,585.73,False
14.11,474.61,False
13.69,510.82,False
25.55,238.48,False
38.12,484.0,False
53.36,549.18,True
45.22,737.56,False
69.48,528.56,True
27.04,207.53,False
20.77,5.5,False
81.76,518.6,True
71.8,699.27,True
46.27,235.05,False
67.4,612.14,True
15.22,165.84,False
17.44,3453.57,True
32.12,648.84,False
13.79,415.54,False
9.17,88.46,False
89.54,201.39,True
81.42,725.67,True
31.05,163.2,False
10.21,515.67,False
19.0,90.52,False
21.73,908.45,False
41.06,442.05,False
32.03,988.27,False
43.98,478.13,False
45.04,439.26,False
32.06,733.96,False
69.99,370.6,True
20.83,416.15,False
49.49,1.3,False
17.94,159.64,False
22.91,494.43,False
11.03,515.52,False
60.55,138.61,True
9.97,10.45,False
41.98,330.3,False
75.07,655.82,True
29.82,2103.25,True
18.52,442.42,False
85.16,895.85,True
39.53,4350.89,True
39.63,241.09,False
79.5,1292.83,True
31.07,208.76,False
10.49,189.99,False
36.48,797.51,False
46.78,1403.79,True
34.39,447.4,False
36.28,2739.0,True
20.22,561.57,False
56.65,926.09,True
10.04,264.08,False
23.4,396.04,False
49.09,49.64,False
40.78,737.19,False
16.68,947.3,True
34.36,194.58,True
40.6,96.97,True
32.76,45.03,True
13.18,526.6,False
37.71,403.36,True
31.48,428.9,False
71.25,416.43,True
19.9,582.46,False
73.29,331.8,True
21.5,811.53,False
9.83,3757.33,True
16.5,802.2,False
42.73,658.48,False
24.66,0.67,True
73.18,4245.8,True
27.08,90.13,False
56.78,669.94,True
23.08,890.04,False
24.11,146.97,False
42.91,829.28,False
25.62,2846.06,True
16.12,275.93,False
31.17,2928.15,True
8.7,4919.65,True
28.22,646.71,False
86.68,1672.52,True
23.88,833.95,False
19.59,587.6,False
28.12,999.18,True
39.85,109.76,False
18.99,93.27,False
13.35,4408.27,True
14.04,129.46,False
11.9,410.32,False
21.03,956.58,True
24.89,502.9,False
33.06,678.96,False
17.65,4960.73,True
14.29,642.18,False
48.13,922.84,False
33.3,652.05,False
9.97,480.56,False
53.91,605.79,True
67.73,418.92,True
23.93,147.26,False
20.16,597.07,False
48.46,797.91,False
9.23,470.63,False
26.48,945.32,True
56.72,250.25,True
35.6,315.82,False
25.2,406.85,False
31.39,34.96,False
10.24,4706.85,True
81.46,913.85,True
26.28,2308.1,True
31.47,230.24,False
42.3,396.82,False
61.2,3.75,True
15.92,275.67,False
15.83,316.5,False
78.69,465.46,True
48.89,435.82,False
37.63,4565.29,True
80.02,657.31,True
28.36,694.94,False
15.81,380.45,False
9.86,437.2,True
41.85,753.16,False
87.35,908.64,True
45.64,130.95,False
9.26,2270.62,True
27.08,235.73,False
47.13,1080.01,True
35.84,919.94,False
16.51,486.23,False
47.78,678.58,False
15.45,597.92,False
23.53,239.69,False
18.0,184.49,True
40.62,856.33,False
14.48,1263.51,True
64.62,112.55,True
24.71,884.71,True
32.67,522.39,False
84.76,2204.23,True
28.14,46.99,False
34.47,485.6,True
19.12,692.74,False
43.12,886.09,False
49.39,2828.25,True
18.17,183.25,False
44.03,2447.56,True
17.03,448.15,False
47.36,4875.67,True
20.94,919.92,False
24.83,313.17,False
54.3,350.22,True
9.22,25.08,False
47.03,255.49,True
49.5,625.66,False
13.45,504.71,False
20.18,586.34,False
17.33,407.3,False
29.51,495.84,False
81.74,668.65,True
46.16,3508.06,True
49.94,108.91,False
10.41,995.96,False
14.9,836.44,False
23.13,536.61,False
43.03,290.53,True
28.24,891.38,True
65.96,946.69,True
45.57,756.11,True
12.07,71.79,False
71.61,484.58,True
23.74,3942.72,True
17.51,170.15,False
42.7,949.87,False
16.92,195.5,False
42.08,111.78,False
68.73,24.1,True
66.45,1610.85,True
29.1,515.88,False
9.14,529.3,False
29.26,575.4,True
14.65,4459.15,True
23.75,66.79,False
60.49,849.79,True
42.63,2659.92,True
35.21,819.19,False
29.27,544.48,False
57.35,464.11,True
33.18,3079.38,True
14.0,113.5,False
26.05,679.39,False
40.82,1039.44,True
14.69,567.52,True
43.68,218.96,False
19.04,755.97,True
40.17,410.74,False
49.04,638.97,False
53.44,87.37,True
38.4,461.81,False
86.6,377.78,True
46.21,3887.75,True
14.03,395.16,False
38.03,289.9,False
49.35,592.41,False
19.86,609.01,False
67.63,264.48,True
18.72,653.92,False
20.0,468.04,False
25.22,746.88,False
36.66,35.91,False
29.72,409.29,False
8.59,411.67,False
26.47,409.93,False
59.76,441.66,True
15.81,451.33,False
29.45,337.07,True
44.45,594.59,False
26.71,335.58,False
9.79,523.69,False
9.4,443.13,True
27.63,347.23,True
42.52,2407.87,True
53.01,169.49,True
69.84,160.45,True
19.4,935.66,False
16.36,530.52,False
82.18,478.45,True
79.74,449.52,True
34.26,128.47,False
25.75,544.09,False
32.24,819.85,False
40.2,579.35,False
42.4,556.55,False
21.08,329.78,False
17.58,891.27,False
15.4,509.01,False
72.16,421.07,True
11.76,2847.32,True
22.4,557.6,False
86.28,745.96,True
41.53,532.88,False
39.35,674.91,False
85.72,395.81,True
18.67,508.86,False
45.83,496.67,False
49.86,963.18,False
14.76,17.42,False
71.57,1465.66,True
14.44,2606.96,True
23.38,897.56,False
12.11,942.53,False
25.03,492.97,False
12.66,271.63,False
10.44,227.65,False
16.34,37.34,False
39.06,204.21,False
16.12,21.63,False
13.56,459.29,False
43.18,326.96,False
37.86,766.62,False
8.13,764.57,False
26.23,300.84,False
11.09,161.64,False
77.12,2787.11,True
26.71,83.41,False
45.31,2872.04,True
56.88,403.57,True
16.4,162.72,False
19.92,949.65,False
17.93,3428.61,True
42.77,31.48,False
48.39,772.06,False
78.33,572.75,True
16.17,86.34,False
9.21,686.35,False
17.21,222.78,False
26.53,776.89,False
9.86,3813.65,True
34.13,408.59,False
12.36,447.59,False
35.5,1516.63,True
38.27,419.75,False
41.04,195.84,False
31.34,937.4,False
73.71,591.91,True
21.76,83.24,False
26.7,546.82,False
8.78,504.49,False
27.25,4433.78,True
41.37,174.33,False
46.24,52.66,False
36.33,734.41,False
38.5,113.95,False
49.33,3566.04,True
31.29,696.97,False
22.61,544.87,False
48.47,419.16,False
45.18,768.09,False
24.07,581.67,False
37.22,460.47,False
21.97,32.93,False
21.66,240.93,False
36.38,4092.46,True
29.09,37.01,False
19.89,552.42,False
25.29,983.87,True
15.61,1523.75,True
48.65,3995.73,True
17.76,416.17,True
16.1,2054.93,True
61.37,3269.89,True
35.17,535.05,False
44.29,96.5,False
13.44,598.28,False
15.59,108.27,False
13.27,85.42,False
18.5,1902.71,True
15.76,19.94,False
19.66,404.24,False
38.57,417.3,False
20.48,844.18,False
46.67,115.35,False
62.81,424.17,True
77.99,620.4,True
37.68,423.95,False
23.64,264.79,False
17.94,438.72,True
28.96,260.05,False
46.04,738.97,False
79.51,264.47,True
36.61,762.11,False
36.97,217.15,False
46.68,509.59,False
8.79,477.4,False
53.03,568.68,True
74.22,4554.31,True
33.71,327.28,False
78.16,465.55,True
75.79,59.24,True
40.12,636.33,False
19.56,255.42,False
63.9,550.13,True
63.13,316.4,True
18.64,38.91,True
38.92,593.64,False
32.14,857.12,False
36.02,564.68,False
28.7,380.94,False
19.74,775.03,True
75.93,2.01,True
31.51,685.15,False
18.59,797.81,False
38.04,2470.22,True
8.22,889.29,False
59.76,256.94,True
39.2,3476.04,True
8.55,681.07,False
76.02,715.75,True
38.26,658.21,False
60.67,2227.84,True
11.86,350.36,False
20.33,551.03,True
36.68,264.55,False
83.54,909.25,True
31.97,348.07,False
12.49,224.86,True
72.54,506.05,True
27.56,1051.12,True
70.46,2789.68,True
16.63,611.03,False
25.95,988.45,False
43.69,62.49,False
28.5,720.16,False
38.97,91.04,False
13.28,598.72,False
79.11,2659.15,True
43.23,202.39,True
70.96,179.78,True
33.29,7.61,False
48.24,518.09,False
20.66,2925.38,True
69.3,513.55,True
41.55,244.0,False
16.93,522.41,False
36.84,931.75,False
14.4,877.95,False
35.28,900.41,False
11.78,625.05,False
47.37,945.05,False
47.13,434.73,False
60.1,743.68,True
23.98,2297.82,True
9.68,1828.81,True
86.88,2394.7,True
14.79,16.84,False
47.28,402.59,False
43.44,41.49,False
16.04,134.65,False
22.55,534.15,False
34.6,823.3,False
9.7,396.16,False
18.85,170.13,False
28.27,4301.45,True
83.51,753.68,True
75.56,495.87,True
14.41,539.54,False
71.82,197.08,True
21.59,467.48,False
25.63,2534.24,True
44.26,509.87,False
18.35,465.48,False
34.96,597.46,False
44.59,1117.92,True
32.23,65.81,True
13.09,202.14,True
45.54,849.56,False
25.17,860.12,False
22.78,558.82,False
88.82,261.43,True
24.48,146.65,False
67.48,204.92,True
28.31,3552.03,True
17.23,487.9,False
37.63,687.68,False
17.16,486.96,False
19.42,163.47,False
35.12,237.01,True
40.87,252.93,False
10.43,190.37,False
40.6,540.97,False
39.41,927.53,False
14.6,170.88,False
50.0,897.74,True
9.64,558.42,False
25.33,875.7,False
44.49,153.51,False
83.48,522.41,True
14.32,299.33,True
85.29,475.07,True
52.28,521.24,True
86.47,389.7,True
29.59,403.54,False
57.65,972.03,True
44.04,4304.7,True
22.37,71.26,False
13.98,701.87,False
32.76,678.19,False
21.81,3554.31,True
21.91,470.33,False
40.5,729.09,False
17.46,486.88,False
21.96,591.28,False
25.22,784.03,False
19.08,906.21,False
74.76,506.69,True
43.33,280.12,True
31.02,143.61,False
43.49,562.27,False
47.31,797.61,True
45.79,848.46,False
32.23,314.77,False
37.31,529.56,False
35.0,537.75,False
10.16,2.37,False
38.35,474.71,False
27.49,732.33,False
55.28,196.57,True
53.89,71.76,True
27.44,524.71,False
36.52,1353.78,True
73.43,874.23,True
9.58,806.95,False
8.22,816.86,False
80.34,551.55,True
29.83,815.91,True
15.7,2063.17,True
42.79,409.05,False
8.52,768.45,False
59.33,640.29,True
16.66,891.16,False
39.77,154.04,False
74.66,433.48,True
22.5,216.01,False
9.88,288.75,False
52.19,489.82,True
74.71,147.3,True
28.16,818.62,False
38.56,667.2,False
47.6,3366.91,True
9.96,527.25,False
19.96,441.78,True
25.38,929.41,False
10.84,598.1,False
33.91,480.73,False
25.82,514.98,False
37.09,900.7,False
22.09,1790.96,True
17.26,478.11,False
83.22,118.54,True
44.76,485.15,False
24.71,283.27,False
89.66,593.18,True
37.03,411.72,False
67.62,1999.88,True
58.99,727.64,True
20.58,556.03,False
18.88,2623.07,True
34.89,785.0,False
24.18,722.61,False
67.88,503.88,True
24.65,434.17,False
81.92,122.86,True
23.27,555.42,False
28.05,502.24,True
76.38,287.65,True
89.86,431.94,True
79.75,309.5,True
27.37,859.62,False
11.13,447.07,False
23.23,1.19,False
11.06,546.67,False
9.66,499.19,False
17.5,882.6,False
64.01,555.79,True
15.45,438.34,False
84.34,2515.45,True
58.54,188.9,True
21.15,283.24,True
8.75,780.57,True
48.31,580.93,True
9.34,743.89,False
39.23,733.06,False
58.02,188.1,True
52.87,3966.79,True
10.78,294.55,False
28.09,1671.68,True
18.68,959.34,False
27.79,902.01,True
36.63,846.3,True
13.15,1603.96,True
49.86,707.55,False
39.53,30.15,False
12.36,648.68,False
14.82,610.75,False
18.59,521.52,False
48.43,832.1,False
29.94,28.22,False
27.7,29.38,False
45.11,715.24,False
52.15,178.48,True
19.02,484.41,False
79.47,2175.45,True
15.04,719.19,False
22.44,859.23,False
41.98,40.67,False
35.74,393.12,False
43.46,595.22,False
34.66,127.47,False
18.1,225.12,False
14.67,147.63,False
48.44,3219.15,True
32.87,7.57,False
37.49,610.2,False
18.4,492.07,False
26.77,1307.89,True
27.76,575.04,False
9.53,450.94,False
48.73,504.98,False
23.38,528.41,True
20.03,271.95,True
22.74,552.03,False
19.58,340.43,False
21.15,901.59,True
8.1,2006.39,True
11.3,1985.0,True
34.85,236.54,False
39.89,1.38,False
43.92,338.51,False
15.24,325.62,False
19.62,459.19,False
33.58,504.91,False
49.03,532.47,False
43.35,2530.38,True
34.41,521.5,True
41.03,203.04,False
24.89,656.88,False
23.78,583.89,False
76.48,4881.61,True
73.61,158.87,True
88.5,409.25,True
26.17,451.28,False
60.39,1337.2,True
12.58,352.56,False
12.06,581.37,False
24.79,545.24,False
47.02,3997.92,True
26.62,800.07,False
46.14,10.08,False
43.59,259.21,False
59.16,577.9,True
47.56,476.2,False
28.8,910.27,False
82.76,511.09,True
61.1,486.67,True
34.03,418.54,False
24.33,258.04,False
59.76,878.76,True
82.53,3768.39,True
44.44,4595.13,True
9.4,1573.95,True
33.85,507.77,False
17.38,790.14,False
18.35,407.68,False
18.96,4105.78,True
17.01,926.28,False
88.27,2711.39,True
11.96,782.5,True
48.84,138.96,False
15.1,2711.22,True
15.53,617.51,False
33.76,412.12,False
9.78,835.29,False
81.98,17.47,True
76.43,531.65,True
15.83,360.95,False
85.68,789.27,True
38.98,448.9,False
14.92,47.55,True
16.68,3552.66,True
83.42,402.32,True
29.08,6.57,False
29.1,486.13,False
44.93,819.48,False
44.13,1250.71,True
44.52,415.5,False
13.48,323.61,False
62.11,1402.19,True
10.34,535.95,True
25.75,414.7,True
41.72,418.32,False
48.49,614.27,False
73.02,956.6,True
25.79,1947.74,True
15.53,221.86,False
25.28,925.08,False
79.48,938.73,True
41.69,334.87,False
13.63,3188.27,True
46.91,190.1,False
23.35,495.74,False
51.54,3340.92,True
77.7,538.04,True
59.07,448.73,True
12.81,287.51,False
21.81,4135.18,True
31.15,4506.33,True
49.86,170.86,False
42.14,3846.93,True
31.8,511.37,False
13.91,123.98,False
25.35,480.63,True
39.84,2861.54,True
15.81,1691.65,True
28.77,543.0,False
13.33,888.54,False
41.05,96.43,False
27.58,742.31,False
38.09,438.78,False
41.82,663.13,False
32.69,448.32,False
47.79,249.76,False
40.43,593.51,False
22.96,321.76,True
8.93,449.38,False
61.36,196.66,True
36.49,404.23,False
32.6,594.32,False
19.26,369.1,True
17.75,81.38,False
8.88,416.66,False
22.75,410.79,False
41.29,416.07,False
69.31,438.49,True
67.21,448.59,True
55.9,710.46,True
13.73,586.83,False
18.36,763.07,True
39.56,918.72,False
42.86,342.38,False
61.83,444.4,True
32.86,4343.02,True
17.19,882.74,False
31.75,1467.07,True
41.14,583.37,False
63.75,2695.62,True
40.01,726.44,True
27.73,499.96,False
11.79,301.36,False
74.13,111.9,True
28.04,586.62,False
42.19,150.77,False
80.87,53.6,True
21.63,1.11,False
49.21,399.73,False
36.4,566.91,False
62.3,854.94,True
51.92,963.14,True
16.35,440.18,False
44.31,14.9,False
54.57,211.32,True
82.93,553.76,True
10.4,388.29,False
12.32,40.33,False
17.49,560.11,False
41.58,637.48,False
28.89,259.66,False
19.25,4273.75,True
36.66,470.94,True
28.36,253.75,False
35.05,662.27,True
57.3,861.44,True
18.96,97.79,False
47.11,502.76,False
24.33,426.12,True
16.61,386.77,False
46.07,233.07,False
17.36,118.82,False
10.48,556.26,True
9.12,211.42,False
47.44,280.92,False
59.06,856.23,True
55.55,4146.92,True
8.24,211.64,False
29.33,686.03,True
45.21,405.62,True
69.23,279.83,True
63.27,152.99,True
60.7,581.58,True
23.73,2373.56,True
25.9,871.29,False
29.8,542.93,False
33.88,485.33,False
24.76,471.34,False
54.88,505.72,True
57.25,459.31,True
16.13,797.28,False
9.53,2802.14,True
66.39,558.85,True
9.39,433.42,False
31.93,412.33,False
17.46,1844.95,True
39.39,459.81,False
34.84,469.89,False
87.04,86.22,True
24.22,1997.88,True
57.13,436.33,True
80.89,214.43,True
16.5,839.38,True
26.92,198.76,False
45.14,493.99,False
34.04,3663.69,True
16.14,1140.58,True
43.07,521.78,True
36.55,895.53,False
28.18,729.93,False
38.02,258.46,False
75.53,593.03,True
19.77,447.34,False
17.41,38.38,False
16.07,514.01,False
22.29,840.82,False
81.19,2496.24,True
26.6,353.72,False
48.09,590.19,True
34.17,1799.54,True
22.6,962.87,False
10.39,318.93,False
20.02,37.83,True
69.01,1864.07,True
15.95,318.12,False
33.81,50.48,False
21.66,1041.5,True
41.34,803.51,False
32.1,2696.71,True
21.8,484.46,False
29.01,904.61,False
53.59,160.29,True
72.09,420.43,True
71.11,396.98,True
27.98,856.54,False
85.42,660.02,True
89.08,850.29,True
33.17,205.72,False
11.57,259.29,False
58.51,683.89,True
23.12,956.16,False
32.2,3714.49,True
12.49,585.2,False
23.27,78.47,False
39.23,282.38,False
65.9,175.07,True
34.91,430.49,False
12.8,303.03,False
37.46,421.05,False
47.32,765.15,True
65.64,404.18,True
28.48,649.99,True
27.13,719.59,False
23.64,956.47,False
69.79,458.38,True
40.3,798.74,False
27.27,438.59,False
72.43,523.97,True
29.93,470.67,False
74.15,106.93,True
53.03,424.94,True
24.35,120.36,True
62.15,611.87,True
59.32,528.94,True
12.42,585.91,True
82.48,83.54,True
24.05,722.03,False
58.22,584.0,True
25.62,455.71,False
70.14,461.82,True
47.66,906.79,False
9.3,187.98,False
31.39,558.62,False
45.9,761.25,False
46.3,1484.79,True
44.44,211.4,False
49.42,221.72,False
20.88,446.57,False
43.21,1.06,False
19.27,123.95,False
44.21,72.64,False
31.34,456.6,False
18.34,3434.04,True
33.35,508.8,False
12.01,148.88,False
21.68,2310.76,True
62.41,489.23,True
34.53,998.42,False
28.01,332.73,False
24.9,2785.68,True
11.3,590.19,False
27.06,3096.91,True
19.41,677.94,False
21.63,228.85,False
27.31,437.07,False
77.83,758.96,True
65.6,202.57,True
31.07,360.78,False
56.54,923.95,True
13.54,553.43,False
82.05,581.35,True
48.36,857.18,False
19.1,102.17,False
21.74,2067.55,True
47.4,870.6,False
38.98,572.84,False
33.74,592.1,False
24.58,450.01,False
25.26,837.41,False
57.09,493.78,True
29.43,442.11,False
49.46,532.29,False
68.09,2982.93,True
63.41,431.51,True
22.34,518.62,False
56.2,33.33,True
52.5,235.51,True
72.59,307.12,True
19.18,4459.41,True
27.03,463.86,False
27.64,51.01,False
12.36,250.61,False
70.94,206.62,True
29.25,451.25,False
29.75,811.99,False
16.85,432.26,False
21.2,253.05,False
86.46,375.17,True
37.15,124.8,False
86.93,569.08,True
16.5,325.77,False
8.56,671.72,False
44.91,567.25,True
15.25,340.36,False
34.54,829.94,False
35.41,592.4,False
76.65,430.38,True
80.71,2098.16,True
17.0,426.6,False
16.82,754.92,False
38.72,113.25,False
44.36,118.26,True
19.72,286.14,False
19.12,2219.29,True
57.94,709.91,True
32.88,417.83,False
17.72,476.89,False
22.74,486.8,False
18.14,897.16,False
42.43,862.54,False
47.73,910.71,True
8.52,385.39,False
26.86,889.57,True
77.08,296.43,True
19.34,4852.65,True
35.9,976.46,False
24.78,405.43,False
41.36,211.42,False
28.69,328.44,False
21.19,237.62,False
38.29,542.85,False
23.75,558.75,False
49.53,120.88,False
57.46,577.2,True
39.58,410.4,False
49.86,425.91,False
28.89,435.36,False
8.93,1957.42,True
81.81,245.14,True
26.92,883.17,False
35.35,257.68,False
40.88,407.64,True
14.99,543.14,False
82.92,350.02,True
55.32,522.2,True
18.46,202.57,False
36.02,493.66,False
38.85,528.86,True
78.67,277.66,True
55.33,249.68,True
43.64,440.83,False
13.47,945.67,False
13.82,569.29,False
33.04,51.88,False
9.05,446.61,False
73.58,496.15,True
29.19,405.42,False
37.68,925.43,False
78.15,769.84,True
21.36,484.52,False
52.42,581.86,True
33.92,90.67,False
48.86,517.39,False
18.01,4842.66,True
47.24,1371.95,True
81.31,40.84,True
22.28,214.26,False
11.1,463.13,False
48.57,441.94,False
21.31,31.08,False
22.84,530.75,False
36.58,796.29,False
25.19,125.21,False
28.0,461.45,False
18.49,923.71,False
39.37,360.63,True
10.7,843.59,True
8.04,435.23,False
51.57,3504.92,True
49.36,592.73,False
10.4,233.65,False
88.29,3297.12,True
14.18,581.09,False
20.89,216.31,False
41.15,784.18,False
43.56,1406.02,True
58.81,488.84,True
15.6,260.8,False
26.13,905.84,True
21.0,774.9,False
26.06,4130.9,True
49.49,505.8,False
43.65,486.07,False
47.02,109.46,False
79.17,706.35,True
23.85,3044.01,True
27.04,349.72,False
35.17,592.59,False
8.59,900.57,False
18.93,815.73,False
16.04,3752.03,True
27.98,425.53,False
48.31,2295.07,True
15.88,4736.67,True
43.72,2369.87,True
79.64,864.21,True
13.39,3788.63,True
35.22,265.44,False
27.41,262.44,True
42.37,4997.79,True
48.26,225.57,False
34.86,830.45,False
47.25,942.28,False
53.45,962.29,True
46.13,3236.67,True
80.62,498.09,True
12.06,367.77,False
36.68,92.12,False
16.95,74.02,False
9.2,3042.55,True
9.19,790.58,False
28.97,514.3,False
11.97,40.6,True
69.76,133.53,True
84.72,425.51,True
24.37,931.48,False
11.77,434.25,False
36.4,309.95,True
74.67,505.21,True
9.86,1074.44,True
62.9,685.2,True
21.29,125.53,False
46.98,477.52,False
35.32,177.8,False
39.4,646.65,False
77.92,378.3,True
11.26,329.8,False
19.87,504.63,False
22.95,314.99,True
29.03,815.81,False
60.72,1745.61,True
73.88,318.91,True
53.72,855.76,True
39.46,757.08,False
33.27,35.91,False
28.47,524.6,False
24.17,898.25,True
54.59,589.77,True
85.75,314.18,True
10.05,932.75,False
46.66,477.08,False
28.29,502.94,False
12.95,553.32,False
68.68,483.6,True
58.41,1262.92,True
24.76,407.0,True
45.93,947.82,False
29.79,863.93,False
10.96,1754.23,True
36.57,1541.41,True
27.75,8.56,True
25.83,1651.63,True
15.58,970.27,False
37.53,625.42,False
40.29,1604.95,True
26.02,433.86,False
25.93,3540.91,True
20.56,1507.57,True
21.9,508.34,False
58.54,574.28,True
40.78,590.32,False
24.89,4.54,False
20.7,684.22,True
44.71,54.11,False
12.42,513.61,False
10.91,87.72,False
36.35,598.87,False
17.76,793.84,True
82.35,93.54,True
47.33,448.26,False
24.23,430.15,False
33.81,3761.12,True
40.11,569.18,True
8.39,171.33,False
82.82,396.4,True
37.08,917.29,False
59.94,115.33,True
66.22,4.17,True
10.3,907.76,False
39.07,91.09,False
13.42,597.02,False
73.81,606.6,True
8.34,225.44,False
54.88,503.6,True
29.15,620.33,False
11.06,474.97,False
47.98,155.71,False
18.48,2558.89,True
42.19,466.1,False
8.31,4754.56,True
31.25,96.87,False
87.08,984.72,True
11.64,932.3,False
25.16,331.48,False
13.25,682.91,False
28.75,589.2,False
42.91,387.26,False
41.73,778.54,True
55.93,691.89,True
25.66,536.0,False
36.42,571.06,True
34.15,3932.99,True
45.37,760.29,False
21.84,971.23,False
23.35,243.07,True
19.63,324.56,False
62.14,620.22,True
12.63,815.22,False
24.98,691.6,False
22.45,1023.87,True
43.52,99.43,False
27.17,927.62,False
27.89,167.96,False
18.15,485.66,False
34.58,360.45,True
14.96,786.09,False
23.66,1568.21,True
80.05,405.05,True
43.31,546.41,False
11.14,229.06,False
9.73,90.94,False
19.44,44.1,False
35.65,39.02,False
9.7,388.7,False
56.98,968.45,True
23.64,476.92,True
40.66,583.85,True
42.8,706.3,False
28.55,551.77,False
12.78,691.72,False
32.21,460.36,True
8.88,3210.42,True
39.55,622.19,True
23.95,1893.15,True
17.97,929.36,False
47.87,1902.79,True
70.62,54.2,True
15.02,419.88,True
73.16,545.35,True
11.08,354.72,False
41.61,569.85,False
18.0,111.17,False
73.79,752.62,True
17.59,2797.11,True
69.06,235.91,True
26.54,4833.94,True
82.24,516.76,True
52.05,484.45,True
40.14,327.7,False
39.45,485.18,True
79.76,490.22,True
20.92,343.23,False
48.22,736.52,False
39.21,2399.27,True
65.67,908.08,True
27.13,2277.39,True
51.99,714.57,True
10.03,56.39,False
55.33,4048.4,True
64.48,569.06,True
31.49,438.9,False
64.81,466.59,True
58.39,761.16,True
23.24,3050.74,True
12.24,679.81,False
27.92,994.82,False
43.62,956.1,False
17.59,797.07,False
13.96,359.16,True
40.0,811.37,False
14.0,706.84,False
16.88,4300.1,True
9.07,823.52,True
10.37,2399.81,True
44.39,582.75,True
22.19,474.38,True
10.61,818.35,False
9.07,187.22,False
45.0,1.66,False
82.58,550.68,True
78.51,573.95,True
